"film_id","film_title","film_category","total_revenue","total_rent","avg_revenue_per_rental","last_rental_date"
956,"Wanda Chamber","Games","76.86","14","5.4900000000000000","2006-02-14 15:16:03"
453,"Image Princess","Sports","76.86","14","5.4900000000000000","2005-08-23 17:57:28"
50,"Baked Cleopatra","Family","76.85","15","5.1233333333333333","2006-02-14 15:16:03"
806,"Sleepy Japanese","New","76.83","18","4.2683333333333333","2006-02-14 15:16:03"
616,"National Story","Documentary","76.83","17","4.5194117647058824","2005-08-23 11:16:29"
920,"Unbreakable Karate","New","76.81","19","4.0426315789473684","2005-08-22 18:48:48"
782,"Shakespeare Saddle","Sports","76.80","20","3.8400000000000000","2005-08-22 02:26:33"
49,"Badman Dawn","Sci-Fi","76.79","21","3.6566666666666667","2005-08-23 15:23:50"
471,"Island Exorcist","Classics","76.77","23","3.3378260869565217","2005-08-23 11:28:49"
177,"Connecticut Tramp","Sci-Fi","75.89","11","6.8990909090909091","2005-08-22 06:23:54"
597,"Moonwalker Fool","Games","75.89","11","6.8990909090909091","2006-02-14 15:16:03"
219,"Deep Crusade","Documentary","75.87","13","5.8361538461538462","2006-02-14 15:16:03"
420,"Holes Brannigan","Sports","75.86","15","5.0573333333333333","2006-02-14 15:16:03"
774,"Searchers Wait","Comedy","75.86","14","5.4185714285714286","2005-08-20 21:26:55"
820,"Sons Interview","Animation","75.85","14","5.4178571428571429","2006-02-14 15:16:03"
912,"Trojan Tomorrow","Sci-Fi","75.82","17","4.4600000000000000","2006-02-14 15:16:03"
83,"Blues Instinct","Family","75.82","18","4.2122222222222222","2005-08-23 11:25:00"
43,"Atlantis Cause","Family","75.79","21","3.6090476190476190","2005-08-19 06:38:59"
554,"Malkovich Pet","Classics","75.77","23","3.2943478260869565","2005-08-23 14:23:23"
46,"Autumn Crow","Games","74.90","10","7.4900000000000000","2005-08-21 22:25:53"
74,"Birch Antitrust","Music","74.89","11","6.8081818181818182","2005-08-23 10:56:15"
455,"Impossible Prejudice","Foreign","74.86","14","5.3471428571428571","2005-08-22 15:57:38"
542,"Lust Lock","Action","74.82","15","4.9880000000000000","2006-02-14 15:16:03"
322,"Flatliners Killer","Sports","74.81","19","3.9373684210526316","2005-08-22 16:30:43"
193,"Crossroads Casualties","Animation","74.80","20","3.7400000000000000","2005-08-23 12:47:05"
288,"Escape Metropolis","Travel","74.77","23","3.2508695652173913","2005-08-23 12:47:16"
341,"Frost Head","Classics","74.72","28","2.6685714285714286","2006-02-14 15:16:03"
113,"California Birds","Sports","73.89","11","6.7172727272727273","2005-08-23 12:46:38"
888,"Thin Sagebrush","Documentary","73.89","11","6.7172727272727273","2005-08-21 19:19:21"
686,"Pluto Oleander","New","73.87","13","5.6823076923076923","2005-08-21 13:52:54"
987,"Words Hunter","Music","73.86","14","5.2757142857142857","2005-08-22 18:59:01"
648,"Outlaw Hanky","Travel","73.86","14","5.2757142857142857","2006-02-14 15:16:03"
953,"Wait Cider","Animation","73.82","18","4.1011111111111111","2005-08-23 14:07:56"
302,"Fantasia Park","Games","73.81","19","3.8847368421052632","2005-08-23 22:12:44"
252,"Dream Pickup","Action","73.80","20","3.6900000000000000","2005-08-22 02:20:44"
391,"Half Outfield","Family","73.79","22","3.3540909090909091","2006-02-14 15:16:03"
210,"Darko Dorado","Action","72.90","10","7.2900000000000000","2005-08-23 11:32:35"
432,"Hope Tootsie","Classics","72.83","17","4.2841176470588235","2005-08-22 11:43:04"
67,"Berets Agent","Action","72.80","19","3.8315789473684211","2006-02-14 15:16:03"
247,"Downhill Enough","Comedy","72.79","21","3.4661904761904762","2005-08-23 18:08:59"
151,"Cincinatti Whisperer","Sci-Fi","71.89","11","6.5354545454545455","2006-02-14 15:16:03"
9,"Alabama Devil","Horror","71.88","12","5.9900000000000000","2005-08-23 14:26:51"
81,"Blindness Gun","Sci-Fi","71.87","13","5.5284615384615385","2005-08-23 09:41:28"
473,"Jacket Frisco","Drama","71.84","16","4.4900000000000000","2005-08-21 07:09:27"
967,"Weekend Personal","Sci-Fi","71.83","17","4.2252941176470588","2005-08-22 23:35:41"
966,"Wedding Apollo","Documentary","71.79","21","3.4185714285714286","2006-02-14 15:16:03"
480,"Jeepers Wedding","Classics","70.87","13","5.4515384615384615","2005-08-23 03:13:01"
765,"Saturn Name","Comedy","70.87","13","5.4515384615384615","2005-08-23 18:36:44"
173,"Confessions Maguire","Drama","70.87","13","5.4515384615384615","2005-08-22 15:21:56"
308,"Ferris Mother","Comedy","70.85","15","4.7233333333333333","2005-08-22 21:39:45"
724,"Remember Diary","Family","70.83","17","4.1664705882352941","2005-08-23 08:54:26"
914,"Trouble Date","Travel","70.81","20","3.5405000000000000","2006-02-14 15:16:03"
353,"Gentlemen Stage","Foreign","70.80","20","3.5400000000000000","2005-08-22 01:17:18"
645,"Others Soup","Travel","70.80","20","3.5400000000000000","2005-08-23 13:05:10"
22,"Amistad Midsummer","New","70.79","21","3.3709523809523810","2006-02-14 15:16:03"
555,"Mallrats United","Comedy","70.78","22","3.2172727272727273","2005-08-23 21:59:57"
889,"Ties Hunger","Children","69.91","9","7.7677777777777778","2005-08-23 15:41:20"
214,"Daughter Madigan","Children","69.91","9","7.7677777777777778","2005-08-23 00:46:52"
60,"Beast Hunchback","Classics","69.90","10","6.9900000000000000","2005-08-22 19:28:02"
933,"Vampire Whale","New","69.89","11","6.3536363636363636","2005-08-22 01:52:26"
169,"Comforts Rush","Travel","69.85","15","4.6566666666666667","2005-08-19 16:50:50"
463,"Instinct Airport","Sports","69.83","17","4.1076470588235294","2005-08-23 15:41:12"
968,"Werewolf Lola","Action","68.88","12","5.7400000000000000","2005-08-23 20:00:30"
323,"Flight Lies","Sports","68.88","12","5.7400000000000000","2005-08-21 02:14:03"
448,"Idaho Love","New","68.85","15","4.5900000000000000","2005-08-20 08:27:27"
298,"Eyes Driving","Sci-Fi","68.84","16","4.3025000000000000","2005-08-21 22:21:49"
99,"Bringing Hysterical","Comedy","68.81","19","3.6215789473684211","2005-08-23 07:53:38"
418,"Hobbit Alien","Drama","68.74","26","2.6438461538461538","2005-08-22 13:06:26"
20,"Amelie Hellfighters","Music","67.90","10","6.7900000000000000","2005-08-23 12:07:51"
519,"Liberty Magnificent","Sports","67.89","11","6.1718181818181818","2005-08-23 06:03:31"
231,"Dinosaur Secretary","Family","67.81","19","3.5689473684210526","2005-08-23 20:07:10"
366,"Goldfinger Sensibility","Drama","67.79","21","3.2280952380952381","2005-08-22 00:46:54"
491,"Jumping Wrath","Children","67.79","21","3.2280952380952381","2005-08-23 17:09:31"
374,"Graffiti Love","Sci-Fi","67.74","26","2.6053846153846154","2005-08-23 15:03:58"
748,"Rugrats Shakespeare","Action","67.72","28","2.4185714285714286","2005-08-23 20:47:28"
120,"Caribbean Liberty","Sports","66.92","8","8.3650000000000000","2005-08-23 00:05:57"
918,"Twisted Pirates","Children","66.89","11","6.0809090909090909","2005-08-23 12:33:41"
661,"Past Suicides","Foreign","66.88","12","5.5733333333333333","2005-08-20 21:50:11"
207,"Dangerous Uptown","Foreign","66.88","12","5.5733333333333333","2005-08-23 10:32:52"
426,"Home Pity","Music","66.88","12","5.5733333333333333","2005-08-21 09:39:50"
84,"Boiled Dares","Travel","66.87","13","5.1438461538461538","2005-08-21 04:30:47"
137,"Charade Duffel","Sci-Fi","66.87","13","5.1438461538461538","2005-08-23 22:20:40"
991,"Worst Banger","Action","66.85","15","4.4566666666666667","2005-08-23 01:13:52"
999,"Zoolander Fiction","Children","66.85","15","4.4566666666666667","2005-08-23 08:48:43"
275,"Egypt Tenenbaums","Horror","66.84","16","4.1775000000000000","2005-08-22 18:39:11"
986,"Wonka Sea","Animation","66.82","18","3.7122222222222222","2005-08-23 16:07:15"
689,"Pollock Deliverance","Foreign","66.82","17","3.9305882352941176","2006-02-14 15:16:03"
853,"Stranger Strangers","Children","65.90","10","6.5900000000000000","2005-08-20 15:18:20"
957,"War Notting","Foreign","65.88","12","5.4900000000000000","2005-08-23 00:11:52"
929,"Usual Untouchables","Foreign","65.88","12","5.4900000000000000","2005-08-23 16:08:15"
133,"Chamber Italian","Music","65.88","13","5.0676923076923077","2006-02-14 15:16:03"
529,"Lonely Elephant","Comedy","65.87","13","5.0669230769230769","2005-08-21 16:44:32"
138,"Chariots Conspiracy","Sci-Fi","65.81","19","3.4636842105263158","2005-08-22 06:17:12"
437,"House Dynamite","Family","65.80","20","3.2900000000000000","2005-08-23 20:16:27"
816,"Snowman Rollercoaster","Animation","65.79","21","3.1328571428571429","2005-08-23 20:08:26"
545,"Madness Attacks","Foreign","65.77","23","2.8595652173913043","2005-08-22 17:27:23"
277,"Elephant Trojan","Horror","64.90","10","6.4900000000000000","2005-08-22 16:15:33"
312,"Fiddler Lost","Sci-Fi","64.90","10","6.4900000000000000","2005-08-23 14:12:22"
389,"Gunfighter Mussolini","Sports","64.89","11","5.8990909090909091","2005-08-23 03:30:45"
544,"Madison Trap","Documentary","64.87","13","4.9900000000000000","2005-08-22 12:24:55"
236,"Divine Resurrection","Games","64.85","15","4.3233333333333333","2006-02-14 15:16:03"
870,"Swarm Gold","Horror","64.77","23","2.8160869565217391","2006-02-14 15:16:03"
28,"Anthem Luke","Comedy","63.89","11","5.8081818181818182","2005-08-22 22:37:34"
202,"Daddy Pittsburgh","Comedy","63.89","11","5.8081818181818182","2005-08-22 01:17:16"
599,"Mother Oleander","Sports","63.87","13","4.9130769230769231","2005-08-23 15:59:51"
72,"Bill Others","Documentary","63.82","18","3.5455555555555556","2005-08-23 19:50:06"
134,"Champion Flatliners","Animation","62.90","10","6.2900000000000000","2005-08-23 16:44:25"
347,"Games Bowfinger","Travel","62.88","12","5.2400000000000000","2005-08-23 02:33:27"
536,"Lovely Jingle","Classics","62.87","13","4.8361538461538462","2006-02-14 15:16:03"
693,"Potter Connecticut","Animation","62.85","15","4.1900000000000000","2005-08-22 01:20:19"
716,"Reap Unfaithful","Horror","62.84","16","3.9275000000000000","2005-08-23 05:32:03"
351,"Gaslight Crusade","Horror","62.84","16","3.9275000000000000","2005-08-23 18:45:06"
254,"Driver Annie","Sports","62.84","16","3.9275000000000000","2006-02-14 15:16:03"
619,"Neighbors Charade","Sports","62.83","17","3.6958823529411765","2005-08-21 23:40:28"
514,"Lebowski Soldiers","Drama","62.82","18","3.4900000000000000","2005-08-23 12:15:51"
993,"Wrong Behavior","Children","62.80","20","3.1400000000000000","2005-08-23 18:54:07"
228,"Detective Vision","Classics","62.76","24","2.6150000000000000","2006-02-14 15:16:03"
525,"Loathing Legally","Classics","62.74","26","2.4130769230769231","2006-02-14 15:16:03"
126,"Casualties Encino","Action","61.92","8","7.7400000000000000","2005-08-21 14:47:09"
994,"Wyoming Storm","New","61.89","11","5.6263636363636364","2005-08-23 18:31:40"
17,"Alone Trip","Music","61.83","17","3.6370588235294118","2006-02-14 15:16:03"
462,"Insider Arizona","Music","61.83","17","3.6370588235294118","2006-02-14 15:16:03"
690,"Pond Seattle","Animation","61.82","18","3.4344444444444444","2005-08-22 11:09:18"
292,"Excitement Eve","Action","61.80","20","3.0900000000000000","2005-08-22 15:52:57"
235,"Divide Monster","Sci-Fi","61.80","20","3.0900000000000000","2005-08-20 14:23:16"
641,"Orange Grapes","Foreign","61.78","22","2.8081818181818182","2005-08-23 20:13:31"
824,"Spartacus Cheaper","Family","60.91","9","6.7677777777777778","2005-08-21 08:40:21"
640,"Opus Ice","Foreign","60.90","10","6.0900000000000000","2005-08-22 06:10:53"
626,"Noon Papi","Children","60.85","15","4.0566666666666667","2005-08-20 12:33:36"
269,"Earring Instinct","Family","60.83","17","3.5782352941176471","2005-08-23 13:56:40"
800,"Sinners Atlantis","Horror","60.81","19","3.2005263157894737","2005-08-22 14:59:30"
266,"Dynamite Tarzan","Classics","60.77","23","2.6421739130434783","2005-08-23 19:06:04"
301,"Family Sweet","Horror","60.73","26","2.3357692307692308","2006-02-14 15:16:03"
499,"King Evolution","Family","59.92","8","7.4900000000000000","2005-08-21 11:36:15"
487,"Jingle Sagebrush","Classics","59.89","11","5.4445454545454545","2005-08-23 00:37:21"
88,"Born Spinal","Travel","59.88","12","4.9900000000000000","2005-08-23 13:45:44"
478,"Jaws Harry","Comedy","59.87","13","4.6053846153846154","2005-08-21 12:07:25"
42,"Artist Coldblooded","Sports","59.86","14","4.2757142857142857","2005-08-22 19:44:53"
620,"Nemo Campus","Sci-Fi","59.86","14","4.2757142857142857","2005-08-23 03:03:40"
557,"Manchurian Curtain","Family","59.86","14","4.2757142857142857","2005-08-23 21:10:24"
429,"Honey Ties","Sports","59.84","16","3.7400000000000000","2005-08-23 02:45:21"
56,"Barefoot Manchurian","Action","59.83","17","3.5194117647058824","2005-08-23 19:45:25"
158,"Clones Pinocchio","Music","59.83","17","3.5194117647058824","2005-08-22 05:53:52"
428,"Homicide Peach","Family","59.82","18","3.3233333333333333","2005-08-23 09:02:04"
811,"Smile Earring","Travel","58.90","10","5.8900000000000000","2005-08-19 19:11:41"
872,"Sweet Brotherhood","Travel","58.89","11","5.3536363636363636","2005-08-23 19:35:42"
615,"Nash Chocolat","Animation","58.87","13","4.5284615384615385","2005-08-22 06:19:37"
344,"Fury Murder","Children","58.83","17","3.4605882352941176","2005-08-22 06:05:38"
242,"Doom Dancing","Comedy","58.83","17","3.4605882352941176","2005-08-22 19:08:49"
142,"Chicken Hellfighters","Documentary","58.81","19","3.0952631578947368","2005-08-23 22:06:34"
311,"Fiction Christmas","Foreign","58.81","19","3.0952631578947368","2005-08-23 13:18:16"
651,"Packer Madigan","Animation","58.80","20","2.9400000000000000","2005-08-23 02:02:53"
417,"Hills Neighbors","Action","58.79","21","2.7995238095238095","2005-08-23 04:17:56"
881,"Temple Attraction","Horror","57.90","10","5.7900000000000000","2005-08-23 06:09:44"
508,"Lambs Cincinatti","Games","57.90","10","5.7900000000000000","2005-08-22 15:53:32"
633,"October Submarine","Classics","57.90","10","5.7900000000000000","2005-08-23 18:43:31"
796,"Sierra Divide","Sports","57.85","15","3.8566666666666667","2005-08-23 10:35:45"
317,"Fireball Philadelphia","Comedy","57.81","19","3.0426315789473684","2005-08-22 19:41:37"
93,"Brannigan Sunrise","New","56.91","9","6.3233333333333333","2005-08-23 16:24:24"
276,"Element Freddy","Comedy","56.90","10","5.6900000000000000","2005-08-23 13:06:19"
342,"Fugitive Maguire","Travel","56.89","11","5.1718181818181818","2005-08-23 13:33:46"
639,"Opposite Necklace","Family","56.89","11","5.1718181818181818","2006-02-14 15:16:03"
564,"Massage Image","Animation","56.89","11","5.1718181818181818","2005-08-21 13:53:33"
567,"Meet Chocolate","Foreign","56.89","11","5.1718181818181818","2005-08-23 20:44:10"
92,"Bowfinger Gables","Horror","56.89","11","5.1718181818181818","2005-08-19 10:49:03"
449,"Identity Lover","Sci-Fi","56.88","12","4.7400000000000000","2005-08-21 13:55:39"
916,"Turn Star","Animation","56.88","12","4.7400000000000000","2005-08-22 16:06:23"
90,"Boulevard Mob","New","56.84","16","3.5525000000000000","2006-02-14 15:16:03"
189,"Creatures Shakespeare","Games","56.84","16","3.5525000000000000","2006-02-14 15:16:03"
150,"Cider Desire","Documentary","56.83","17","3.3429411764705882","2005-08-23 11:16:16"
733,"River Outlaw","Sports","56.82","19","2.9905263157894737","2006-02-14 15:16:03"
245,"Double Wrath","Animation","56.79","21","2.7042857142857143","2005-08-23 00:56:01"
376,"Grapes Fury","Foreign","56.77","22","2.5804545454545455","2006-02-14 15:16:03"
842,"State Wasteland","Games","55.89","12","4.6575000000000000","2006-02-14 15:16:03"
58,"Beach Heartbreakers","Documentary","55.86","14","3.9900000000000000","2005-08-23 15:29:17"
24,"Analyze Hoosiers","Horror","55.86","14","3.9900000000000000","2005-08-22 17:58:27"
606,"Mummy Creatures","Sports","55.85","15","3.7233333333333333","2006-02-14 15:16:03"
380,"Greek Everyone","Foreign","55.83","17","3.2841176470588235","2005-08-19 23:38:02"
851,"Straight Hours","Sports","55.81","19","2.9373684210526316","2005-08-22 16:33:39"
548,"Magnificent Chitty","Classics","54.92","8","6.8650000000000000","2005-08-19 19:35:13"
591,"Monsoon Cause","Games","54.91","9","6.1011111111111111","2005-08-19 10:33:52"
13,"Ali Forever","Horror","54.91","9","6.1011111111111111","2006-02-14 15:16:03"
537,"Lover Truman","Classics","54.91","9","6.1011111111111111","2005-08-21 15:44:23"
709,"Racer Egg","Drama","54.83","17","3.2252941176470588","2005-08-23 17:36:00"
204,"Dalmations Sweden","Drama","54.82","18","3.0455555555555556","2005-08-21 23:09:32"
647,"Outfield Massacre","Music","54.82","18","3.0455555555555556","2006-02-14 15:16:03"
890,"Tights Dawn","Sports","54.76","24","2.2816666666666667","2005-08-23 07:07:22"
632,"Nuts Ties","New","53.91","9","5.9900000000000000","2005-08-23 18:43:22"
75,"Bird Independence","Travel","53.91","9","5.9900000000000000","2005-08-23 22:13:04"
338,"Frisco Forrest","Sci-Fi","53.91","9","5.9900000000000000","2006-02-14 15:16:03"
152,"Circus Youth","Children","53.86","14","3.8471428571428571","2005-08-23 12:41:07"
474,"Jade Bunch","Sports","53.85","15","3.5900000000000000","2005-08-23 15:30:48"
672,"Perfect Groove","Comedy","53.84","16","3.3650000000000000","2005-08-23 21:37:59"
314,"Fight Jawbreaker","Animation","53.80","20","2.6900000000000000","2006-02-14 15:16:03"
586,"Mockingbird Hollywood","Action","53.78","22","2.4445454545454545","2006-02-14 15:16:03"
2,"Ace Goldfinger","Horror","52.93","7","7.5614285714285714","2006-02-14 15:16:03"
390,"Guys Falcon","Sci-Fi","52.92","8","6.6150000000000000","2005-08-22 04:31:50"
246,"Doubtfire Labyrinth","Foreign","52.91","9","5.8788888888888889","2005-08-21 00:44:34"
934,"Vanilla Day","Games","52.91","9","5.8788888888888889","2005-08-21 12:47:38"
780,"Sensibility Rear","Family","52.90","10","5.2900000000000000","2005-08-21 14:57:03"
731,"Right Cranes","Classics","52.90","10","5.2900000000000000","2005-08-21 06:39:08"
705,"Purple Movie","Foreign","52.88","12","4.4066666666666667","2005-08-23 18:44:21"
783,"Shane Darkness","Travel","52.87","13","4.0669230769230769","2005-08-22 07:32:23"
664,"Patriot Roman","Action","52.85","15","3.5233333333333333","2005-08-22 16:40:21"
975,"Willow Tracy","Family","52.85","15","3.5233333333333333","2005-08-23 10:11:40"
358,"Gilmore Boiled","Classics","52.76","24","2.1983333333333333","2005-08-22 17:18:32"
653,"Panic Club","Horror","51.93","7","7.4185714285714286","2005-08-22 17:32:57"
627,"North Tequila","Documentary","51.91","9","5.7677777777777778","2005-08-23 14:06:19"
679,"Pilot Hoosiers","Family","51.86","14","3.7042857142857143","2005-08-20 05:50:05"
601,"Moulin Wake","Travel","51.84","16","3.2400000000000000","2005-08-22 10:24:32"
286,"Enough Raging","Travel","51.84","16","3.2400000000000000","2006-02-14 15:16:03"
746,"Rouge Squad","Games","51.84","16","3.2400000000000000","2005-08-23 11:33:25"
23,"Anaconda Confessions","Animation","51.82","18","2.8788888888888889","2005-08-20 21:21:08"
494,"Karate Moon","Horror","51.80","20","2.5900000000000000","2005-08-23 15:46:33"
469,"Iron Moon","Classics","50.90","10","5.0900000000000000","2005-08-23 14:05:37"
533,"Lost Bird","Foreign","50.90","10","5.0900000000000000","2005-08-21 06:21:24"
145,"Chisum Behavior","Family","50.90","10","5.0900000000000000","2005-08-20 08:57:28"
977,"Window Side","Travel","50.89","11","4.6263636363636364","2006-02-14 15:16:03"
728,"Reunion Witches","Drama","50.82","18","2.8233333333333333","2005-08-23 07:43:00"
26,"Annie Identity","Sci-Fi","50.81","19","2.6742105263157895","2005-08-23 03:30:51"
863,"Sun Confessions","Sci-Fi","50.77","23","2.2073913043478261","2005-08-22 10:07:52"
395,"Handicap Boondock","Action","50.76","24","2.1150000000000000","2005-08-22 18:04:22"
91,"Bound Cheaper","Classics","50.76","24","2.1150000000000000","2006-02-14 15:16:03"
293,"Exorcist Sting","Sports","49.88","12","4.1566666666666667","2005-08-21 09:49:28"
932,"Valley Packer","Comedy","49.88","12","4.1566666666666667","2005-08-22 01:10:32"
561,"Mask Peach","New","49.86","14","3.5614285714285714","2005-08-22 15:56:42"
410,"Heaven Freedom","Comedy","49.85","15","3.3233333333333333","2005-08-23 14:42:07"
631,"Novocaine Flight","Sports","49.82","18","2.7677777777777778","2005-08-22 23:06:25"
147,"Chocolat Harry","Family","49.81","19","2.6215789473684211","2005-08-20 09:07:39"
206,"Dancing Fever","Documentary","49.76","24","2.0733333333333333","2005-08-22 11:11:51"
659,"Park Citizen","Action","48.94","6","8.1566666666666667","2005-08-20 20:26:53"
543,"Madigan Dorado","Travel","48.92","8","6.1150000000000000","2005-08-23 01:45:07"
371,"Gosford Donnie","Action","48.92","8","6.1150000000000000","2005-08-22 07:35:31"
587,"Mod Secretary","Documentary","48.91","9","5.4344444444444444","2005-08-21 09:16:40"
729,"Rider Caddyshack","Sports","48.89","11","4.4445454545454545","2005-08-22 17:00:31"
592,"Monster Spartacus","Music","48.86","14","3.4900000000000000","2006-02-14 15:16:03"
937,"Varsity Trip","New","48.84","16","3.0525000000000000","2006-02-14 15:16:03"
737,"Rock Instinct","Horror","48.83","17","2.8723529411764706","2005-08-23 07:54:54"
496,"Kick Savannah","Travel","48.83","17","2.8723529411764706","2006-02-14 15:16:03"
807,"Sleuth Orient","Games","48.81","19","2.5689473684210526","2005-08-22 08:21:21"
810,"Slums Duck","Family","48.78","22","2.2172727272727273","2005-08-22 13:59:19"
779,"Sense Greek","Sports","47.93","7","6.8471428571428571","2005-08-23 17:52:01"
721,"Reds Pocus","Music","47.92","8","5.9900000000000000","2005-08-23 21:04:51"
503,"Kramer Chocolate","Sports","47.91","9","5.3233333333333333","2005-08-22 11:58:58"
5,"African Egg","Family","47.89","11","4.3536363636363636","2006-02-14 15:16:03"
232,"Dirty Ace","Games","47.87","13","3.6823076923076923","2005-08-21 18:35:44"
546,"Madre Gables","Games","47.87","13","3.6823076923076923","2005-08-23 11:15:20"
988,"Worker Tarzan","Travel","47.86","14","3.4185714285714286","2005-08-22 19:54:26"
345,"Gables Metropolis","Family","47.83","17","2.8135294117647059","2006-02-14 15:16:03"
406,"Haunting Pianist","Games","47.80","20","2.3900000000000000","2005-08-23 16:15:45"
945,"Virginian Pluto","Documentary","47.75","25","1.9100000000000000","2006-02-14 15:16:03"
384,"Grosse Wonderful","Music","46.92","8","5.8650000000000000","2005-08-21 13:54:15"
984,"Wonderful Drop","Foreign","46.92","8","5.8650000000000000","2005-08-22 21:24:19"
905,"Trainspotting Strangers","Comedy","46.91","9","5.2122222222222222","2005-08-23 19:22:36"
837,"Stage World","Comedy","46.90","10","4.6900000000000000","2005-08-21 04:49:41"
793,"Shrunk Divine","Action","46.87","13","3.6053846153846154","2005-08-23 18:51:41"
16,"Alley Evolution","Foreign","46.87","13","3.6053846153846154","2005-08-22 07:10:26"
900,"Town Ark","Foreign","46.87","13","3.6053846153846154","2005-08-22 18:05:21"
913,"Troopers Metal","New","46.86","14","3.3471428571428571","2005-08-23 07:25:29"
111,"Caddyshack Jedi","Action","46.86","14","3.3471428571428571","2005-08-23 14:27:07"
458,"Indian Love","Family","46.85","15","3.1233333333333333","2005-08-23 16:50:43"
623,"Newton Labyrinth","Foreign","46.84","16","2.9275000000000000","2005-08-22 11:43:42"
388,"Gunfight Moon","Comedy","46.79","21","2.2280952380952381","2006-02-14 15:16:03"
156,"Clerks Angels","Documentary","45.94","6","7.6566666666666667","2005-08-21 04:49:48"
124,"Casper Dragonfly","Children","45.93","7","6.5614285714285714","2005-08-21 20:01:34"
104,"Bugsy Song","Foreign","45.91","9","5.1011111111111111","2005-08-21 16:03:27"
528,"Lolita World","Family","45.91","9","5.1011111111111111","2005-08-23 21:13:39"
209,"Darkness War","Drama","45.88","12","3.8233333333333333","2005-08-22 00:40:49"
927,"Uprising Uptown","Action","45.87","13","3.5284615384615385","2005-08-23 16:54:09"
681,"Pirates Roxanne","Sports","45.81","18","2.5450000000000000","2006-02-14 15:16:03"
197,"Crusade Honey","Sports","44.93","7","6.4185714285714286","2005-08-23 13:01:43"
826,"Speed Suit","Travel","44.92","8","5.6150000000000000","2005-08-20 14:42:34"
211,"Darling Breaking","Games","44.92","8","5.6150000000000000","2005-08-21 19:14:48"
788,"Ship Wonderland","Documentary","44.86","14","3.2042857142857143","2005-08-22 01:35:37"
436,"Hours Rage","New","44.82","18","2.4900000000000000","2005-08-22 16:49:02"
30,"Anything Savannah","Horror","43.92","8","5.4900000000000000","2005-08-22 02:09:12"
256,"Drop Waterfront","Sports","43.92","8","5.4900000000000000","2005-08-22 10:39:51"
692,"Potluck Mixed","Animation","43.90","10","4.3900000000000000","2005-08-23 06:48:47"
573,"Microcosmos Paradise","Children","43.88","12","3.6566666666666667","2005-08-23 22:14:31"
201,"Cyclone Family","Foreign","43.87","14","3.1335714285714286","2006-02-14 15:16:03"
673,"Personal Ladybugs","Music","43.87","13","3.3746153846153846","2005-08-22 15:30:25"
333,"Freaky Pocus","Music","43.86","14","3.1328571428571429","2005-08-22 18:57:39"
784,"Shanghai Tycoon","Travel","43.86","14","3.1328571428571429","2005-08-21 19:01:36"
925,"United Pilot","Documentary","43.85","15","2.9233333333333333","2005-08-21 21:50:51"
363,"Go Purple","Music","43.83","17","2.5782352941176471","2005-08-23 14:38:37"
650,"Pacific Amistad","Documentary","43.81","19","2.3057894736842105","2005-08-23 02:25:09"
367,"Goldmine Tycoon","Sci-Fi","43.76","24","1.8233333333333333","2005-08-22 12:47:45"
470,"Ishtar Rocketeer","Animation","42.94","6","7.1566666666666667","2005-08-22 18:03:11"
750,"Run Pacific","New","42.91","9","4.7677777777777778","2005-08-22 08:52:53"
960,"Wars Pluto","Documentary","42.90","10","4.2900000000000000","2005-08-22 10:34:39"
589,"Modern Dorado","Documentary","42.88","12","3.5733333333333333","2005-08-23 14:31:50"
770,"Scissorhands Slums","Foreign","42.88","12","3.5733333333333333","2005-08-22 05:59:59"
296,"Express Lonely","Sci-Fi","42.88","12","3.5733333333333333","2005-08-23 16:22:20"
921,"Uncut Suicides","Music","42.87","13","3.2976923076923077","2005-08-23 05:04:33"
287,"Entrapment Satisfaction","Action","42.87","13","3.2976923076923077","2005-08-23 09:02:03"
847,"Stock Glass","New","42.87","13","3.2976923076923077","2005-08-23 09:23:08"
373,"Graduate Lord","Children","42.87","13","3.2976923076923077","2005-08-22 06:30:10"
526,"Lock Rear","Travel","42.86","14","3.0614285714285714","2005-08-23 03:52:36"
504,"Kwai Homeward","Drama","42.80","20","2.1400000000000000","2005-08-22 19:44:00"
951,"Voyage Legally","Classics","42.75","25","1.7100000000000000","2005-08-23 22:26:47"
849,"Storm Happiness","Animation","42.74","26","1.6438461538461538","2005-08-22 20:44:35"
703,"Punk Divorce","Animation","41.93","7","5.9900000000000000","2005-08-20 16:51:18"
435,"Hotel Happiness","Foreign","41.92","8","5.2400000000000000","2005-08-22 19:23:58"
582,"Miracle Virtual","Animation","41.92","8","5.2400000000000000","2005-08-18 15:15:44"
431,"Hoosiers Birdcage","Foreign","41.92","8","5.2400000000000000","2005-08-18 00:14:03"
96,"Breaking Home","New","41.90","10","4.1900000000000000","2005-08-19 10:15:19"
825,"Speakeasy Date","Action","41.89","11","3.8081818181818182","2005-08-21 17:48:49"
213,"Date Speed","Family","41.88","12","3.4900000000000000","2005-08-21 16:32:32"
660,"Party Knock","Comedy","41.88","12","3.4900000000000000","2005-08-23 17:44:53"
505,"Labyrinth League","Children","41.87","13","3.2207692307692308","2005-08-22 21:41:40"
39,"Armageddon Lost","Sci-Fi","41.80","20","2.0900000000000000","2006-02-14 15:16:03"
161,"Clue Grail","Music","40.93","7","5.8471428571428571","2005-08-18 22:11:37"
289,"Eve Resurrection","New","40.93","7","5.8471428571428571","2005-08-18 19:36:05"
