"film_id","film_title","film_category","inventory_count","total_rent","total_revenue","last_rental_date","avg_rental_duration"
687,"Pocus Pulp","Documentary","7","25","40.75","2005-08-23 15:21:19","6.00"
698,"Princess Giant","Documentary","7","24","121.77","2006-02-14 15:16:03","3.00"
708,"Quills Bull","Documentary","4","13","77.87","2005-08-23 08:51:21","4.00"
734,"Road Roxanne","Documentary","6","17","115.83","2005-08-23 14:29:16","4.00"
757,"Sagebrush Clueless","Documentary","5","14","83.86","2005-08-23 12:43:30","4.00"
776,"Secret Groundhog","Documentary","5","19","105.81","2005-08-22 20:27:38","6.00"
788,"Ship Wonderland","Documentary","4","14","44.86","2005-08-22 01:35:37","5.00"
791,"Show Lord","Documentary","6","22","145.78","2005-08-23 16:58:12","3.00"
812,"Smoking Barbarella","Documentary","6","17","17.84","2006-02-14 15:16:03","7.00"
834,"Spoilers Hellfighters","Documentary","3","9","18.91","2005-08-23 10:57:40","4.00"
855,"Streak Ridgemont","Documentary","4","13","17.87","2006-02-14 15:16:03","7.00"
888,"Thin Sagebrush","Documentary","4","11","73.89","2005-08-21 19:19:21","5.00"
925,"United Pilot","Documentary","5","15","43.85","2005-08-21 21:50:51","3.00"
926,"Untouchables Sunrise","Documentary","2","7","28.93","2005-08-20 16:37:35","5.00"
945,"Virginian Pluto","Documentary","8","25","47.75","2006-02-14 15:16:03","5.00"
952,"Wagon Jaws","Documentary","3","9","33.91","2005-08-21 12:10:41","7.00"
960,"Wars Pluto","Documentary","3","10","42.90","2005-08-22 10:34:39","5.00"
966,"Wedding Apollo","Documentary","6","21","71.79","2006-02-14 15:16:03","3.00"
973,"Wife Turn","Documentary","8","27","198.73","2005-08-23 14:47:26","3.00"
992,"Wrath Mile","Documentary","4","13","22.87","2005-08-22 20:31:38","5.00"
996,"Young Language","Documentary","2","7","6.93","2005-08-23 01:50:31","6.00"
61,"Beauty Grease","Drama","6","21","125.79","2005-08-23 21:34:33","5.00"
64,"Beethoven Exorcist","Drama","3","11","16.89","2005-08-20 21:21:34","6.00"
79,"Blade Polish","Drama","6","20","29.81","2006-02-14 15:16:03","5.00"
98,"Bright Encounters","Drama","3","12","87.88","2005-08-22 05:16:16","4.00"
107,"Bunch Minds","Drama","2","5","25.95","2005-08-21 16:05:11","4.00"
143,"Chill Luck","Drama","7","21","29.79","2005-08-23 21:27:11","6.00"
146,"Chitty Lock","Drama","3","8","28.92","2006-02-14 15:16:03","6.00"
172,"Coneheads Smoochy","Drama","7","24","131.76","2005-08-23 16:57:43","7.00"
173,"Confessions Maguire","Drama","5","13","70.87","2005-08-22 15:21:56","7.00"
179,"Conquerer Nuts","Drama","4","13","84.87","2005-08-22 21:29:14","4.00"
186,"Craft Outfield","Drama","4","14","18.86","2005-08-21 10:19:25","6.00"
204,"Dalmations Sweden","Drama","6","18","54.82","2005-08-21 23:09:32","4.00"
209,"Darkness War","Drama","4","12","45.88","2005-08-22 00:40:49","6.00"
218,"Deceiver Betrayed","Drama","7","20","24.80","2005-08-22 17:53:06","7.00"
225,"Destination Jerk","Drama","3","8","31.92","2005-08-21 17:08:33","3.00"
230,"Diary Panic","Drama","2","8","24.92","2005-08-20 21:23:54","7.00"
272,"Edge Kissing","Drama","4","13","79.87","2005-08-23 20:41:09","5.00"
282,"Encounters Curtain","Drama","6","18","38.82","2005-08-23 13:25:08","5.00"
366,"Goldfinger Sensibility","Drama","7","21","67.79","2005-08-22 00:46:54","3.00"
368,"Gone Trouble","Drama","2","8","29.92","2005-08-22 19:16:04","7.00"
379,"Greedy Roots","Drama","4","13","14.87","2005-08-23 18:01:31","7.00"
396,"Hanging Deep","Drama","4","15","92.85","2005-08-20 23:42:31","5.00"
401,"Harold French","Drama","2","7","8.93","2005-08-21 22:27:11","6.00"
403,"Harry Idaho","Drama","8","27","177.73","2006-02-14 15:16:03","5.00"
418,"Hobbit Alien","Drama","8","26","68.74","2005-08-22 13:06:26","5.00"
439,"Hunchback Impossible","Drama","6","17","115.83","2006-02-14 15:16:03","4.00"
473,"Jacket Frisco","Drama","5","16","71.84","2005-08-21 07:09:27","5.00"
504,"Kwai Homeward","Drama","6","20","42.80","2005-08-22 19:44:00","5.00"
514,"Lebowski Soldiers","Drama","6","18","62.82","2005-08-23 12:15:51","6.00"
521,"Lies Treatment","Drama","7","24","131.76","2005-08-20 23:07:10","7.00"
539,"Luck Opus","Drama","2","7","21.93","2005-08-19 13:09:54","7.00"
585,"Mob Duffel","Drama","4","10","27.90","2005-08-23 22:50:12","4.00"
618,"Necklace Outbreak","Drama","4","14","36.86","2005-08-23 09:35:34","3.00"
630,"Notting Speakeasy","Drama","3","9","12.91","2005-08-22 05:38:32","7.00"
643,"Orient Closer","Drama","6","17","80.83","2005-08-23 21:44:27","3.00"
662,"Paths Control","Drama","4","10","81.90","2005-08-23 16:18:12","3.00"
666,"Paycheck Wait","Drama","5","16","101.84","2005-08-23 16:50:53","4.00"
683,"Pity Bound","Drama","8","23","138.77","2005-08-23 21:25:03","5.00"
706,"Queen Luke","Drama","6","21","128.79","2006-02-14 15:16:03","5.00"
709,"Racer Egg","Drama","6","17","54.83","2005-08-23 17:36:00","7.00"
728,"Reunion Witches","Drama","5","18","50.82","2005-08-23 07:43:00","3.00"
739,"Rocky War","Drama","5","13","88.87","2005-08-22 20:41:53","4.00"
758,"Saints Bride","Drama","3","8","31.92","2005-08-23 19:59:33","5.00"
766,"Savannah Town","Drama","3","10","22.90","2005-08-22 06:07:52","5.00"
771,"Scorpion Apollo","Drama","7","21","158.79","2005-08-23 22:19:33","3.00"
772,"Sea Virgin","Drama","6","19","84.81","2005-08-23 05:49:21","4.00"
775,"Seattle Expecations","Drama","5","19","125.80","2006-02-14 15:16:03","4.00"
790,"Shootist Superfly","Drama","7","23","36.77","2005-08-23 05:01:13","6.00"
803,"Slacker Liaisons","Drama","6","16","86.84","2005-08-23 13:18:46","7.00"
818,"Something Duck","Drama","5","18","120.82","2005-08-20 17:24:45","4.00"
827,"Spice Sorority","Drama","6","19","106.81","2005-08-23 03:01:56","5.00"
882,"Tenenbaums Command","Drama","4","12","19.88","2005-08-22 21:13:51","4.00"
897,"Torque Bound","Drama","8","23","169.76","2006-02-14 15:16:03","3.00"
907,"Translation Summer","Drama","4","13","25.87","2005-08-20 11:37:56","4.00"
910,"Treatment Jekyll","Drama","2","6","6.94","2005-08-21 04:09:18","3.00"
923,"Unfaithful Kill","Drama","3","8","26.92","2005-08-22 09:03:44","7.00"
942,"Vietnam Smoochy","Drama","4","14","21.86","2005-08-21 19:54:11","7.00"
944,"Virgin Daisy","Drama","5","16","86.84","2005-08-22 19:45:57","6.00"
958,"Wardrobe Phantom","Drama","6","23","80.77","2005-08-23 15:29:41","6.00"
969,"West Lion","Drama","4","14","92.86","2005-08-22 07:51:47","4.00"
979,"Witches Panic","Drama","7","25","146.75","2005-08-23 09:16:39","6.00"
5,"African Egg","Family","3","11","47.89","2006-02-14 15:16:03","6.00"
31,"Apache Divine","Family","8","28","160.72","2005-08-23 15:10:42","5.00"
43,"Atlantis Cause","Family","7","21","75.79","2005-08-19 06:38:59","6.00"
50,"Baked Cleopatra","Family","5","15","76.85","2006-02-14 15:16:03","3.00"
53,"Bang Kwai","Family","2","7","22.93","2006-02-14 15:16:03","5.00"
63,"Bedazzled Married","Family","4","12","14.88","2005-08-23 20:44:36","6.00"
71,"Bilko Anonymous","Family","4","12","94.88","2005-08-23 14:55:47","3.00"
80,"Blanket Beverly","Family","4","10","33.90","2006-02-14 15:16:03","7.00"
82,"Blood Argonauts","Family","2","7","30.93","2005-08-22 00:51:25","3.00"
83,"Blues Instinct","Family","5","18","75.82","2005-08-23 11:25:00","5.00"
94,"Braveheart Human","Family","2","5","16.95","2005-08-20 16:05:11","7.00"
139,"Chasing Fight","Family","6","19","105.82","2006-02-14 15:16:03","7.00"
145,"Chisum Behavior","Family","3","10","50.90","2005-08-20 08:57:28","5.00"
147,"Chocolat Harry","Family","6","19","49.81","2005-08-20 09:07:39","5.00"
175,"Confused Candles","Family","5","16","99.84","2005-08-20 16:17:27","3.00"
183,"Conversation Downhill","Family","6","17","114.83","2006-02-14 15:16:03","4.00"
213,"Date Speed","Family","4","12","41.88","2005-08-21 16:32:32","4.00"
231,"Dinosaur Secretary","Family","8","19","67.81","2005-08-23 20:07:10","7.00"
262,"Dumbo Lust","Family","2","6","13.94","2005-08-23 05:55:22","5.00"
269,"Earring Instinct","Family","6","17","60.83","2005-08-23 13:56:40","3.00"
273,"Effect Gladiator","Family","7","21","40.79","2006-02-14 15:16:03","6.00"
309,"Feud Frogmen","Family","6","20","31.80","2005-08-22 16:11:32","6.00"
315,"Finding Anaconda","Family","3","10","26.90","2005-08-21 16:56:39","4.00"
345,"Gables Metropolis","Family","5","17","47.83","2006-02-14 15:16:03","3.00"
348,"Gandhi Kwai","Family","4","13","16.87","2005-08-22 05:07:17","7.00"
377,"Grease Youth","Family","6","20","27.80","2005-08-23 15:15:19","7.00"
391,"Half Outfield","Family","7","22","73.79","2006-02-14 15:16:03","6.00"
428,"Homicide Peach","Family","6","18","59.82","2005-08-23 09:02:04","6.00"
437,"House Dynamite","Family","6","20","65.80","2005-08-23 20:16:27","7.00"
442,"Hunting Musketeers","Family","3","12","40.88","2005-08-23 16:18:25","6.00"
458,"Indian Love","Family","6","15","46.85","2005-08-23 16:50:43","4.00"
476,"Jason Trap","Family","7","23","97.77","2006-02-14 15:16:03","5.00"
479,"Jedi Beneath","Family","5","18","20.82","2005-08-21 14:52:14","7.00"
498,"Killer Innocent","Family","2","6","21.94","2005-08-19 23:37:52","7.00"
499,"King Evolution","Family","2","8","59.92","2005-08-21 11:36:15","3.00"
528,"Lolita World","Family","3","9","45.91","2005-08-23 21:13:39","4.00"
534,"Louisiana Harry","Family","5","16","28.84","2005-08-23 08:29:53","5.00"
550,"Maguire Apache","Family","3","9","33.91","2005-08-22 12:38:20","6.00"
557,"Manchurian Curtain","Family","5","14","59.86","2005-08-23 21:10:24","5.00"
603,"Movie Shakespeare","Family","6","23","125.78","2006-02-14 15:16:03","6.00"
610,"Music Boondock","Family","5","17","20.83","2005-08-23 16:17:09","7.00"
617,"Natural Stock","Family","3","12","31.88","2005-08-23 11:02:00","4.00"
621,"Network Peak","Family","8","27","116.73","2005-08-23 09:07:11","5.00"
634,"Odds Boogie","Family","4","13","19.87","2005-08-23 14:01:07","6.00"
639,"Opposite Necklace","Family","3","11","56.89","2006-02-14 15:16:03","7.00"
679,"Pilot Hoosiers","Family","4","14","51.86","2005-08-20 05:50:05","6.00"
682,"Pittsburgh Hunchback","Family","3","11","83.89","2005-08-22 06:37:43","4.00"
695,"President Bang","Family","2","6","35.94","2005-08-21 08:33:42","6.00"
700,"Prix Undefeated","Family","3","10","37.90","2005-08-20 13:26:37","4.00"
710,"Rage Games","Family","6","19","119.81","2005-08-23 21:02:43","4.00"
715,"Range Moonwalker","Family","7","23","158.77","2005-08-23 11:35:12","3.00"
724,"Remember Diary","Family","6","17","70.83","2005-08-23 08:54:26","5.00"
727,"Resurrection Silverado","Family","5","19","24.81","2005-08-22 06:46:59","6.00"
736,"Robbery Bright","Family","4","12","32.88","2005-08-21 21:27:24","4.00"
753,"Rush Goodfellas","Family","8","28","81.72","2005-08-22 10:29:44","3.00"
778,"Secrets Paradise","Family","6","18","139.82","2005-08-22 21:01:48","3.00"
780,"Sensibility Rear","Family","3","10","52.90","2005-08-21 14:57:03","7.00"
795,"Siege Madre","Family","4","14","16.86","2005-08-23 06:33:26","7.00"
810,"Slums Duck","Family","7","22","48.78","2005-08-22 13:59:19","5.00"
822,"Soup Wisdom","Family","2","7","11.93","2005-08-20 22:40:47","6.00"
824,"Spartacus Cheaper","Family","4","9","60.91","2005-08-21 08:40:21","4.00"
829,"Spinal Rocky","Family","5","13","39.87","2005-08-23 09:38:17","7.00"
832,"Splash Gump","Family","4","14","33.86","2005-08-22 09:49:32","5.00"
866,"Sunset Racer","Family","2","7","11.93","2005-08-23 09:40:04","6.00"
867,"Super Wyoming","Family","4","12","78.88","2005-08-20 17:58:00","5.00"
946,"Virtual Spoilers","Family","4","13","105.87","2005-08-23 13:22:56","3.00"
975,"Willow Tracy","Family","5","15","52.85","2005-08-23 10:11:40","6.00"
6,"Agent Truman","Foreign","6","19","111.81","2005-08-21 16:03:01","3.00"
11,"Alamo Videotape","Foreign","7","22","30.78","2005-08-22 04:04:31","6.00"
15,"Alien Center","Foreign","6","20","84.80","2005-08-23 19:21:22","5.00"
16,"Alley Evolution","Foreign","4","13","46.87","2005-08-22 07:10:26","6.00"
47,"Baby Hall","Foreign","2","7","40.93","2005-08-22 03:47:39","5.00"
52,"Ballroom Mockingbird","Foreign","2","7","9.93","2005-08-22 15:42:57","6.00"
100,"Brooklyn Desert","Foreign","6","19","106.81","2005-08-22 03:20:26","7.00"
104,"Bugsy Song","Foreign","3","9","45.91","2005-08-21 16:03:27","4.00"
112,"Calendar Gunfight","Foreign","7","18","123.82","2005-08-23 00:49:24","4.00"
170,"Command Darling","Foreign","6","16","107.84","2005-08-22 02:57:04","5.00"
185,"Cowboy Doom","Foreign","2","7","28.93","2005-08-22 22:28:36","3.00"
201,"Cyclone Family","Foreign","4","14","43.87","2006-02-14 15:16:03","7.00"
207,"Dangerous Uptown","Foreign","4","12","66.88","2005-08-23 10:32:52","7.00"
246,"Doubtfire Labyrinth","Foreign","3","9","52.91","2005-08-21 00:44:34","5.00"
290,"Everyone Craft","Foreign","3","11","22.89","2005-08-23 22:24:39","4.00"
311,"Fiction Christmas","Foreign","7","19","58.81","2005-08-23 13:18:16","4.00"
337,"Frida Slipper","Foreign","4","11","40.90","2006-02-14 15:16:03","6.00"
353,"Gentlemen Stage","Foreign","6","20","70.80","2005-08-22 01:17:18","6.00"
376,"Grapes Fury","Foreign","7","22","56.77","2006-02-14 15:16:03","4.00"
380,"Greek Everyone","Foreign","5","17","55.83","2005-08-19 23:38:02","7.00"
399,"Happiness United","Foreign","2","6","22.94","2006-02-14 15:16:03","6.00"
414,"Hellfighters Sierra","Foreign","6","19","92.81","2005-08-23 15:34:49","3.00"
416,"Highball Potter","Foreign","6","19","27.81","2005-08-23 02:48:24","6.00"
421,"Holiday Games","Foreign","4","15","82.85","2005-08-23 01:29:59","7.00"
431,"Hoosiers Birdcage","Foreign","3","8","41.92","2005-08-18 00:14:03","3.00"
435,"Hotel Happiness","Foreign","2","8","41.92","2005-08-22 19:23:58","6.00"
440,"Hunger Roof","Foreign","4","12","19.88","2006-02-14 15:16:03","6.00"
452,"Illusion Amelie","Foreign","4","13","34.87","2005-08-23 22:42:48","4.00"
455,"Impossible Prejudice","Foreign","4","14","74.86","2005-08-22 15:57:38","7.00"
459,"Informer Double","Foreign","2","5","27.95","2005-08-22 16:26:53","4.00"
460,"Innocent Usual","Foreign","8","26","191.74","2005-08-22 15:22:15","3.00"
467,"Intrigue Worst","Foreign","7","19","36.81","2006-02-14 15:16:03","6.00"
486,"Jet Neighbors","Foreign","6","17","92.83","2005-08-23 19:19:06","7.00"
493,"Kane Exorcist","Foreign","3","12","13.88","2005-08-21 02:04:33","5.00"
500,"Kiss Glory","Foreign","8","21","126.79","2005-08-22 06:39:24","5.00"
531,"Lose Inch","Foreign","8","26","77.74","2005-08-22 09:25:24","3.00"
533,"Lost Bird","Foreign","3","10","50.90","2005-08-21 06:21:24","4.00"
545,"Madness Attacks","Foreign","6","23","65.77","2005-08-22 17:27:23","4.00"
565,"Matrix Snowman","Foreign","2","8","40.92","2005-08-21 09:20:03","6.00"
566,"Maude Mod","Foreign","2","7","10.93","2005-08-19 12:04:03","6.00"
567,"Meet Chocolate","Foreign","4","11","56.89","2005-08-23 20:44:10","3.00"
584,"Mixed Doors","Foreign","2","4","15.96","2005-08-21 18:34:21","6.00"
595,"Moon Bunch","Foreign","8","26","35.74","2005-08-22 10:49:06","7.00"
605,"Mulholland Beast","Foreign","2","7","21.93","2006-02-14 15:16:03","7.00"
623,"Newton Labyrinth","Foreign","5","16","46.84","2005-08-22 11:43:42","4.00"
640,"Opus Ice","Foreign","3","10","60.90","2005-08-22 06:10:53","5.00"
641,"Orange Grapes","Foreign","7","22","61.78","2005-08-23 20:13:31","4.00"
661,"Past Suicides","Foreign","4","12","66.88","2005-08-20 21:50:11","5.00"
674,"Pet Haunting","Foreign","3","8","26.92","2005-08-22 08:43:50","3.00"
689,"Pollock Deliverance","Foreign","6","17","66.82","2006-02-14 15:16:03","5.00"
705,"Purple Movie","Foreign","4","12","52.88","2005-08-23 18:44:21","4.00"
726,"Reservoir Adaptation","Foreign","3","9","29.91","2005-08-23 01:57:20","7.00"
738,"Rocketeer Mother","Foreign","8","28","97.72","2005-08-23 20:10:13","3.00"
769,"School Jacket","Foreign","2","6","35.94","2005-08-21 09:25:11","5.00"
770,"Scissorhands Slums","Foreign","3","12","42.88","2005-08-22 05:59:59","5.00"
789,"Shock Cabin","Foreign","8","29","96.71","2006-02-14 15:16:03","7.00"
792,"Shrek License","Foreign","3","12","37.88","2006-02-14 15:16:03","7.00"
821,"Sorority Queen","Foreign","4","12","19.88","2005-08-21 15:24:24","6.00"
845,"Stepmom Dream","Foreign","7","19","99.81","2005-08-22 22:12:02","7.00"
900,"Town Ark","Foreign","4","13","46.87","2005-08-22 18:05:21","6.00"
908,"Trap Guys","Foreign","4","15","119.85","2005-08-22 23:48:56","3.00"
929,"Usual Untouchables","Foreign","4","12","65.88","2005-08-23 16:08:15","5.00"
947,"Vision Torque","Foreign","2","6","11.94","2005-08-22 16:35:47","5.00"
957,"War Notting","Foreign","5","12","65.88","2005-08-23 00:11:52","7.00"
961,"Wash Heavenly","Foreign","5","20","104.80","2005-08-21 22:53:01","7.00"
971,"Whale Bikini","Foreign","4","15","113.85","2005-08-23 20:08:18","4.00"
984,"Wonderful Drop","Foreign","2","8","46.92","2005-08-22 21:24:19","3.00"
46,"Autumn Crow","Games","3","10","74.90","2005-08-21 22:25:53","3.00"
106,"Bulworth Commandments","Games","2","7","32.93","2005-08-22 19:17:24","4.00"
117,"Candles Grapes","Games","6","20","111.80","2005-08-22 06:49:29","6.00"
141,"Chicago North","Games","5","15","84.85","2005-08-21 22:12:45","6.00"
189,"Creatures Shakespeare","Games","6","16","56.84","2006-02-14 15:16:03","3.00"
200,"Curtain Videotape","Games","8","24","34.77","2006-02-14 15:16:03","7.00"
211,"Darling Breaking","Games","2","8","44.92","2005-08-21 19:14:48","7.00"
215,"Dawn Pond","Games","6","17","120.83","2005-08-23 14:23:44","4.00"
227,"Details Packer","Games","5","18","128.82","2006-02-14 15:16:03","4.00"
232,"Dirty Ace","Games","5","13","47.87","2005-08-21 18:35:44","7.00"
236,"Divine Resurrection","Games","4","15","64.85","2006-02-14 15:16:03","4.00"
264,"Dwarfs Alter","Games","2","8","28.92","2006-02-14 15:16:03","6.00"
281,"Encino Elf","Games","6","19","27.81","2006-02-14 15:16:03","6.00"
302,"Fantasia Park","Games","6","19","73.81","2005-08-23 22:12:44","5.00"
306,"Feathers Metal","Games","3","9","31.91","2005-08-21 17:33:18","3.00"
310,"Fever Empire","Games","2","5","33.95","2005-08-18 15:32:57","5.00"
316,"Fire Wolves","Games","2","7","39.93","2005-08-20 19:19:30","5.00"
331,"Forward Temple","Games","8","26","102.74","2005-08-23 12:29:24","6.00"
352,"Gathering Calendar","Games","4","10","19.90","2005-08-22 01:09:04","4.00"
362,"Glory Tracy","Games","2","5","14.95","2005-08-23 04:33:39","7.00"
381,"Grinch Massage","Games","5","14","76.86","2005-08-22 14:41:05","7.00"
382,"Grit Clockwork","Games","8","28","97.72","2005-08-23 13:46:27","3.00"
387,"Gun Bonnie","Games","6","21","30.79","2005-08-22 19:02:48","7.00"
406,"Haunting Pianist","Games","6","20","47.80","2005-08-23 16:15:45","5.00"
408,"Head Stranger","Games","7","21","142.79","2005-08-23 04:51:52","4.00"
438,"Human Graffiti","Games","5","15","80.85","2005-08-22 17:46:41","3.00"
447,"Ice Crossing","Games","7","22","90.78","2005-08-23 02:08:40","5.00"
483,"Jericho Mulan","Games","5","16","95.84","2005-08-23 18:20:56","3.00"
507,"Ladybugs Armageddon","Games","2","6","17.94","2005-08-22 04:15:48","4.00"
508,"Lambs Cincinatti","Games","3","10","57.90","2005-08-22 15:53:32","6.00"
546,"Madre Gables","Games","4","13","47.87","2005-08-23 11:15:20","7.00"
556,"Maltese Hope","Games","7","21","118.79","2005-08-23 16:43:54","6.00"
560,"Mars Roman","Games","5","17","30.83","2005-08-22 18:53:28","6.00"
563,"Massacre Usual","Games","7","25","149.75","2005-08-23 17:02:00","6.00"
591,"Monsoon Cause","Games","3","9","54.91","2005-08-19 10:33:52","6.00"
596,"Moonshine Cabin","Games","6","20","131.80","2005-08-22 19:37:20","4.00"
597,"Moonwalker Fool","Games","4","11","75.89","2006-02-14 15:16:03","5.00"
614,"Name Detective","Games","6","22","131.78","2006-02-14 15:16:03","5.00"
624,"Nightmare Chill","Games","7","21","148.79","2005-08-23 20:40:31","3.00"
646,"Outbreak Divine","Games","5","18","31.82","2005-08-23 10:22:21","6.00"
654,"Panky Submarine","Games","4","12","86.88","2005-08-19 09:34:02","4.00"
684,"Pizza Jumanji","Games","2","6","25.94","2005-08-21 06:20:14","4.00"
699,"Private Drop","Games","2","5","26.95","2005-08-19 23:48:23","7.00"
746,"Rouge Squad","Games","5","16","51.84","2005-08-23 11:33:25","3.00"
747,"Roxanne Rebel","Games","5","17","29.83","2005-08-23 09:01:10","5.00"
762,"Sassy Packer","Games","4","12","14.88","2005-08-22 21:19:24","6.00"
781,"Seven Swarm","Games","2","5","30.95","2005-08-23 04:28:25","4.00"
807,"Sleuth Orient","Games","5","19","48.81","2005-08-22 08:21:21","4.00"
835,"Spy Mile","Games","8","27","94.73","2005-08-22 16:37:36","6.00"
840,"Stampede Disturbing","Games","4","14","32.86","2005-08-23 06:19:51","5.00"
842,"State Wasteland","Games","4","12","55.89","2006-02-14 15:16:03","4.00"
861,"Suit Walls","Games","6","19","134.81","2006-02-14 15:16:03","3.00"
919,"Tycoon Gathering","Games","4","12","103.88","2005-08-23 06:18:43","3.00"
934,"Vanilla Day","Games","3","9","52.91","2005-08-21 12:47:38","7.00"
941,"Videotape Arsenic","Games","7","24","148.76","2005-08-22 15:29:15","4.00"
949,"Volcano Texas","Games","6","19","32.81","2006-02-14 15:16:03","6.00"
956,"Wanda Chamber","Games","4","14","76.86","2006-02-14 15:16:03","7.00"
976,"Wind Phantom","Games","6","21","33.79","2005-08-23 02:39:56","6.00"
2,"Ace Goldfinger","Horror","3","7","52.93","2006-02-14 15:16:03","3.00"
4,"Affair Prejudice","Horror","7","21","83.79","2006-02-14 15:16:03","5.00"
8,"Airport Pollock","Horror","4","15","86.85","2005-08-23 20:24:36","6.00"
9,"Alabama Devil","Horror","5","12","71.88","2005-08-23 14:26:51","3.00"
13,"Ali Forever","Horror","4","9","54.91","2006-02-14 15:16:03","4.00"
24,"Analyze Hoosiers","Horror","4","14","55.86","2005-08-22 17:58:27","6.00"
30,"Anything Savannah","Horror","2","8","43.92","2005-08-22 02:09:12","4.00"
34,"Arabia Dogma","Horror","4","12","21.88","2005-08-20 07:47:05","6.00"
35,"Arachnophobia Rollercoaster","Horror","7","23","109.77","2005-08-22 23:26:32","4.00"
65,"Behavior Runaway","Horror","4","11","87.89","2005-08-22 06:46:03","3.00"
92,"Bowfinger Gables","Horror","4","11","56.89","2005-08-19 10:49:03","7.00"
122,"Carrie Bunch","Horror","7","23","34.77","2005-08-23 21:17:17","7.00"
222,"Desert Poseidon","Horror","6","19","118.81","2005-08-23 18:40:41","4.00"
258,"Drums Dynamite","Horror","4","13","24.87","2005-08-22 23:51:23","6.00"
275,"Egypt Tenenbaums","Horror","5","16","66.84","2005-08-22 18:39:11","3.00"
277,"Elephant Trojan","Horror","3","10","64.90","2005-08-22 16:15:33","4.00"
301,"Family Sweet","Horror","8","26","60.73","2006-02-14 15:16:03","4.00"
313,"Fidelity Devil","Horror","6","18","117.82","2005-08-23 06:41:07","5.00"
334,"Freddy Storm","Horror","6","21","115.79","2005-08-23 00:30:26","6.00"
351,"Gaslight Crusade","Horror","6","16","62.84","2005-08-23 18:45:06","4.00"
415,"High Encino","Horror","6","21","117.79","2005-08-22 16:55:26","3.00"
475,"Japanese Run","Horror","2","6","7.94","2005-08-23 14:43:15","6.00"
494,"Karate Moon","Horror","6","20","51.80","2005-08-23 15:46:33","4.00"
506,"Lady Stage","Horror","6","16","113.84","2006-02-14 15:16:03","4.00"
527,"Lola Agent","Horror","6","23","154.77","2005-08-22 11:36:16","4.00"
535,"Love Suicides","Horror","4","15","22.85","2005-08-23 18:23:11","6.00"
593,"Monterey Labyrinth","Horror","4","11","19.89","2005-08-22 07:16:45","6.00"
600,"Motions Details","Horror","4","14","25.87","2006-02-14 15:16:03","5.00"
653,"Panic Club","Horror","2","7","51.93","2005-08-22 17:32:57","3.00"
658,"Paris Weekend","Horror","4","12","40.88","2005-08-23 07:23:29","7.00"
665,"Patton Interview","Horror","7","21","94.79","2005-08-23 08:52:50","4.00"
702,"Pulp Beverly","Horror","8","26","121.74","2006-02-14 15:16:03","4.00"
716,"Reap Unfaithful","Horror","5","16","62.84","2005-08-23 05:32:03","6.00"
722,"Reef Salute","Horror","4","11","23.89","2005-08-22 16:32:23","5.00"
737,"Rock Instinct","Horror","6","17","48.83","2005-08-23 07:54:54","4.00"
740,"Rollercoaster Bringing","Horror","3","9","39.91","2005-08-23 21:26:35","5.00"
749,"Rules Human","Horror","4","13","78.87","2005-08-22 06:53:21","6.00"
799,"Simon North","Horror","2","6","18.94","2005-08-23 01:22:12","3.00"
800,"Sinners Atlantis","Horror","6","19","60.81","2005-08-22 14:59:30","7.00"
804,"Sleeping Suspects","Horror","7","22","121.78","2006-02-14 15:16:03","7.00"
830,"Spirit Flintstones","Horror","4","14","14.86","2005-08-20 23:18:54","7.00"
854,"Strangers Graffiti","Horror","4","14","104.86","2005-08-23 11:17:26","4.00"
856,"Streetcar Intentions","Horror","8","23","137.77","2005-08-23 02:08:18","5.00"
870,"Swarm Gold","Horror","8","23","64.77","2006-02-14 15:16:03","4.00"
876,"Tarzan Videotape","Horror","2","8","40.92","2005-08-22 01:32:14","3.00"
881,"Temple Attraction","Horror","4","10","57.90","2005-08-23 06:09:44","5.00"
885,"Texas Watch","Horror","2","6","5.94","2005-08-21 21:02:22","7.00"
904,"Train Bunch","Horror","2","4","24.96","2005-08-23 21:56:04","3.00"
922,"Undefeated Dalmations","Horror","7","19","102.81","2005-08-23 13:29:08","7.00"
965,"Watership Frontier","Horror","2","6","13.94","2005-08-22 11:48:19","6.00"
990,"World Leathernecks","Horror","2","8","24.92","2006-02-14 15:16:03","3.00"
995,"Yentl Idaho","Horror","6","21","122.79","2005-08-23 18:50:54","5.00"
998,"Zhivago Core","Horror","2","7","10.93","2006-02-14 15:16:03","6.00"
12,"Alaska Phantom","Music","7","23","37.77","2005-08-23 06:11:52","6.00"
17,"Alone Trip","Music","6","17","61.83","2006-02-14 15:16:03","3.00"
20,"Amelie Hellfighters","Music","3","10","67.90","2005-08-23 12:07:51","4.00"
51,"Balloon Homeward","Music","6","22","91.78","2005-08-23 00:56:27","5.00"
54,"Banger Pinocchio","Music","5","20","40.80","2005-08-23 21:01:09","5.00"
74,"Birch Antitrust","Music","5","11","74.89","2005-08-23 10:56:15","4.00"
76,"Birdcage Casper","Music","3","9","23.91","2005-08-20 08:27:30","4.00"
86,"Boogie Amelie","Music","8","25","140.74","2006-02-14 15:16:03","6.00"
133,"Chamber Italian","Music","4","13","65.88","2006-02-14 15:16:03","7.00"
158,"Clones Pinocchio","Music","5","17","59.83","2005-08-22 05:53:52","6.00"
